id,common_name,scientific_name,date,time,count,longitude,latitude,location,observer,group_name,date_only
370763368,Slender Ground-hopper,Tetrix subulata,2025-08-27,15:19,1,4.956885299722223,52.451169499722226,Waterland - Varkensland,Marieke Stam,Locusts_and_Crickets,2025-08-27
370739661,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,15:32,1,4.765511666666667,52.264691666666664,Aalsmeer,Len,Locusts_and_Crickets,2025-08-27
370693655,Speckled Bush-cricket,Leptophyes punctatissima,2025-08-27,20:38,1,4.749542299722222,52.4735956,Assendelft - Zuid,Kees Boer,Locusts_and_Crickets,2025-08-27
370698853,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,13:40,1,4.962687,52.287185,Amsterdam - Heemtuin De Ruige Hof,Els Trautwein,Locusts_and_Crickets,2025-08-27
370696837,Great Green Bush-cricket,Tettigonia viridissima,2025-08-27,16:16,1,4.774526596069336,52.39112091064453,Amsterdam - Sloterdijk,David Tempelman,Locusts_and_Crickets,2025-08-27
370630062,Long-winged Cone-head,Conocephalus fuscus,2025-08-27,14:16,1,4.962778333333334,52.28711333333333,Amsterdam - Heemtuin De Ruige Hof,Ellen van Donk,Locusts_and_Crickets,2025-08-27
370652516,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,10:09,1,4.79305,52.454045,Zaandam - Westerwatering,ilca,Locusts_and_Crickets,2025-08-27
370637453,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,15:01,1,4.819378999722222,52.29679889972222,Amsterdamse Bos - Schotse Hooglanders / Camping,Christian,Locusts_and_Crickets,2025-08-27
370637443,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,15:02,1,4.8198195,52.2965839,Amsterdamse Bos - Schotse Hooglanders / Camping,Chris,Locusts_and_Crickets,2025-08-27
370630839,Large Marsh Grasshopper,Stethophyma grossum,2025-08-27,14:22,1,5.0903256,52.217605,Kortenhoefse Plassen - Het Hol,StevenBeumer,Locusts_and_Crickets,2025-08-27
370615811,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,12:47,1,4.80042,52.461661666666664,Koog aan de Zaan,Jeanny,Locusts_and_Crickets,2025-08-27
370580419,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,08:45,1,4.801268577575684,52.34732437133789,Amsterdam - Nieuw Sloten,Ruud Jansen,Locusts_and_Crickets,2025-08-27
370566963,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,07:17,1,4.7952911,52.4169824,Amsterdam - Westpoort,Berkie,Locusts_and_Crickets,2025-08-27
370556268,Great Green Bush-cricket,Tettigonia viridissima,2025-08-27,01:07,1,4.840944499722222,52.468108999722226,Zaandam - Het Kalf,Ivo van Eldijk,Locusts_and_Crickets,2025-08-27
370556070,Southern Oak Bush-cricket,Meconema meridionale,2025-08-27,00:59,1,4.8409908,52.4681306,Zaandam - Het Kalf,Ivo van Eldijk,Locusts_and_Crickets,2025-08-27
370645724,,Lepidoptera indet.,2025-08-27,15:47,1,4.814674,52.229981,Uithoorn,SK,Butterflies,2025-08-27
372140667,Swallowtail,Papilio machaon,2025-08-27,17:34,1,4.948585987091064,52.44053268432617,Waterland - Ilperveld,Wim Langbroek,Butterflies,2025-08-27
